train_id,train_number,service_date,section_id,section_name,train_type,scheduled_entry,scheduled_exit,historical_delay_minutes,direction,operational_status
TR-12830,12830,2026-09-28,SEC-A02,Wardha–Badnera,PASSENGER,2026-09-28 01:58:14.562826,2026-09-28 02:23:14.562826,5,DN,RUNNING
TR-12831,12831,2026-09-28,SEC-A02,Wardha–Badnera,PASSENGER,2026-09-28 03:21:18.534194,2026-09-28 03:56:18.534194,10,UP,SCHEDULED
TR-12832,12832,2026-09-28,SEC-A02,Wardha–Badnera,EXPRESS,2026-09-28 04:23:37.352152,2026-09-28 05:03:37.352152,6,DN,RUNNING
TR-12833,12833,2026-09-28,SEC-A02,Wardha–Badnera,PASSENGER,2026-09-28 05:21:37.534935,2026-09-28 06:06:37.534935,0,UP,DELAYED
TR-12834,12834,2026-09-28,SEC-A02,Wardha–Badnera,EXPRESS,2026-09-28 06:42:59.580561,2026-09-28 07:12:59.580561,6,DN,SCHEDULED
TR-12835,12835,2026-09-28,SEC-A02,Wardha–Badnera,FREIGHT,2026-09-28 07:48:22.686078,2026-09-28 08:33:22.686078,0,DN,SCHEDULED
TR-12836,12836,2026-09-28,SEC-A02,Wardha–Badnera,FREIGHT,2026-09-28 08:45:22.410971,2026-09-28 09:25:22.410971,8,UP,SCHEDULED
TR-12837,12837,2026-09-28,SEC-A02,Wardha–Badnera,EXPRESS,2026-09-28 10:00:04.503735,2026-09-28 10:40:04.503735,3,DN,RUNNING
TR-12838,12838,2026-09-28,SEC-A02,Wardha–Badnera,EXPRESS,2026-09-28 10:45:57.531202,2026-09-28 11:30:57.531202,2,UP,RUNNING
TR-12839,12839,2026-09-28,SEC-A02,Wardha–Badnera,PASSENGER,2026-09-28 11:56:13.570546,2026-09-28 12:21:13.570546,3,DN,DELAYED
TR-12840,12840,2026-09-28,SEC-A02,Wardha–Badnera,PASSENGER,2026-09-28 12:56:18.072219,2026-09-28 13:41:18.072219,0,UP,RUNNING
TR-12841,12841,2026-09-28,SEC-A02,Wardha–Badnera,EXPRESS,2026-09-28 14:23:22.998235,2026-09-28 15:08:22.998235,0,DN,SCHEDULED
TR-12842,12842,2026-09-28,SEC-A02,Wardha–Badnera,FREIGHT,2026-09-28 15:20:46.810794,2026-09-28 16:00:46.810794,8,DN,RUNNING
TR-12843,12843,2026-09-28,SEC-A02,Wardha–Badnera,EXPRESS,2026-09-28 16:25:34.577650,2026-09-28 17:10:34.577650,5,DN,DELAYED
TR-12844,12844,2026-09-28,SEC-A02,Wardha–Badnera,PASSENGER,2026-09-28 17:31:14.395785,2026-09-28 18:11:14.395785,0,UP,SCHEDULED
TR-12845,12845,2026-09-28,SEC-A02,Wardha–Badnera,EXPRESS,2026-09-28 18:28:48.797311,2026-09-28 19:13:48.797311,12,UP,SCHEDULED
TR-12846,12846,2026-09-28,SEC-A02,Wardha–Badnera,PASSENGER,2026-09-28 19:49:18.552889,2026-09-28 20:19:18.552889,0,UP,SCHEDULED
TR-12847,12847,2026-09-28,SEC-A02,Wardha–Badnera,PASSENGER,2026-09-28 20:41:56.262229,2026-09-28 21:06:56.262229,10,DN,SCHEDULED
TR-12848,12848,2026-09-28,SEC-A02,Wardha–Badnera,PASSENGER,2026-09-28 21:53:44.643947,2026-09-28 22:18:44.643947,6,DN,SCHEDULED
TR-12849,12849,2026-09-28,SEC-A02,Wardha–Badnera,EXPRESS,2026-09-28 23:06:43.031821,2026-09-28 23:51:43.031821,0,DN,DELAYED
TR-12850,12850,2026-09-28,SEC-B01,Badnera–Akola,FREIGHT,2026-09-28 23:45:25.508182,2026-09-29 00:25:25.508182,20,UP,SCHEDULED
TR-12851,12851,2026-09-28,SEC-B01,Badnera–Akola,PASSENGER,2026-09-28 01:20:47.291884,2026-09-28 02:05:47.291884,0,DN,SCHEDULED
TR-12852,12852,2026-09-28,SEC-B01,Badnera–Akola,PASSENGER,2026-09-28 02:50:10.653414,2026-09-28 03:15:10.653414,10,UP,DELAYED
TR-12853,12853,2026-09-28,SEC-B01,Badnera–Akola,PASSENGER,2026-09-28 04:27:16.652722,2026-09-28 04:52:16.652722,11,DN,SCHEDULED
TR-12854,12854,2026-09-28,SEC-B01,Badnera–Akola,EXPRESS,2026-09-28 05:55:14.614483,2026-09-28 06:40:14.614483,0,UP,DELAYED
TR-12855,12855,2026-09-28,SEC-B01,Badnera–Akola,PASSENGER,2026-09-28 07:42:54.491132,2026-09-28 08:07:54.491132,13,UP,SCHEDULED
TR-12856,12856,2026-09-28,SEC-B01,Badnera–Akola,PASSENGER,2026-09-28 09:06:53.190679,2026-09-28 09:36:53.190679,2,UP,SCHEDULED
TR-12857,12857,2026-09-28,SEC-B01,Badnera–Akola,FREIGHT,2026-09-28 10:38:39.726022,2026-09-28 11:08:39.726022,10,DN,SCHEDULED
TR-12858,12858,2026-09-28,SEC-B01,Badnera–Akola,PASSENGER,2026-09-28 12:11:18.957099,2026-09-28 12:41:18.957099,5,UP,SCHEDULED
TR-12859,12859,2026-09-28,SEC-B01,Badnera–Akola,EXPRESS,2026-09-28 13:24:18.876712,2026-09-28 14:04:18.876712,3,UP,RUNNING
TR-12860,12860,2026-09-28,SEC-B01,Badnera–Akola,FREIGHT,2026-09-28 14:49:12.766933,2026-09-28 15:24:12.766933,13,UP,RUNNING
TR-12861,12861,2026-09-28,SEC-B01,Badnera–Akola,SPECIAL,2026-09-28 16:41:30.423442,2026-09-28 17:11:30.423442,9,DN,RUNNING
TR-12862,12862,2026-09-28,SEC-B01,Badnera–Akola,FREIGHT,2026-09-28 17:52:56.181258,2026-09-28 18:32:56.181258,0,DN,RUNNING
TR-12863,12863,2026-09-28,SEC-B01,Badnera–Akola,FREIGHT,2026-09-28 19:38:10.266980,2026-09-28 20:23:10.266980,17,UP,SCHEDULED
TR-12864,12864,2026-09-28,SEC-B01,Badnera–Akola,FREIGHT,2026-09-28 21:13:29.397230,2026-09-28 21:58:29.397230,0,UP,RUNNING
TR-12865,12865,2026-09-28,SEC-B01,Badnera–Akola,PASSENGER,2026-09-28 22:25:24.458755,2026-09-28 23:00:24.458755,11,DN,SCHEDULED
TR-12866,12866,2026-09-28,SEC-B02,Akola–Bhusawal,PASSENGER,2026-09-28 00:00:23.890419,2026-09-28 00:30:23.890419,11,DN,RUNNING
TR-12867,12867,2026-09-28,SEC-B02,Akola–Bhusawal,FREIGHT,2026-09-28 01:15:56.606491,2026-09-28 01:40:56.606491,0,UP,RUNNING
TR-12868,12868,2026-09-28,SEC-B02,Akola–Bhusawal,PASSENGER,2026-09-28 02:49:11.667507,2026-09-28 03:34:11.667507,1,DN,DELAYED
TR-12869,12869,2026-09-28,SEC-B02,Akola–Bhusawal,EXPRESS,2026-09-28 04:42:02.294815,2026-09-28 05:17:02.294815,0,DN,SCHEDULED
TR-12870,12870,2026-09-28,SEC-B02,Akola–Bhusawal,PASSENGER,2026-09-28 05:49:45.750900,2026-09-28 06:29:45.750900,2,UP,SCHEDULED
TR-12871,12871,2026-09-28,SEC-B02,Akola–Bhusawal,PASSENGER,2026-09-28 07:42:23.667882,2026-09-28 08:17:23.667882,1,UP,SCHEDULED
TR-12872,12872,2026-09-28,SEC-B02,Akola–Bhusawal,FREIGHT,2026-09-28 08:58:10.215680,2026-09-28 09:43:10.215680,13,DN,RUNNING
TR-12873,12873,2026-09-28,SEC-B02,Akola–Bhusawal,PASSENGER,2026-09-28 10:29:12.429733,2026-09-28 10:59:12.429733,13,DN,DELAYED
TR-12874,12874,2026-09-28,SEC-B02,Akola–Bhusawal,PASSENGER,2026-09-28 11:55:08.180869,2026-09-28 12:35:08.180869,13,UP,DELAYED
TR-12875,12875,2026-09-28,SEC-B02,Akola–Bhusawal,EXPRESS,2026-09-28 13:18:14.139568,2026-09-28 13:58:14.139568,0,DN,DELAYED
TR-12876,12876,2026-09-28,SEC-B02,Akola–Bhusawal,PASSENGER,2026-09-28 14:45:51.399308,2026-09-28 15:30:51.399308,2,DN,DELAYED
TR-12877,12877,2026-09-28,SEC-B02,Akola–Bhusawal,PASSENGER,2026-09-28 16:43:57.424100,2026-09-28 17:28:57.424100,0,UP,SCHEDULED
TR-12878,12878,2026-09-28,SEC-B02,Akola–Bhusawal,SPECIAL,2026-09-28 18:04:54.131555,2026-09-28 18:29:54.131555,0,DN,SCHEDULED
TR-12879,12879,2026-09-28,SEC-B02,Akola–Bhusawal,FREIGHT,2026-09-28 19:39:02.681323,2026-09-28 20:19:02.681323,14,DN,SCHEDULED
TR-12880,12880,2026-09-28,SEC-B02,Akola–Bhusawal,EXPRESS,2026-09-28 21:04:45.495483,2026-09-28 21:34:45.495483,15,DN,RUNNING
TR-12881,12881,2026-09-28,SEC-B02,Akola–Bhusawal,EXPRESS,2026-09-28 22:17:24.675487,2026-09-28 22:47:24.675487,0,DN,SCHEDULED
TR-12882,12882,2026-09-28,SEC-C01,Bhusawal–Jalgaon,FREIGHT,2026-09-28 00:06:43.441897,2026-09-28 00:36:43.441897,3,DN,SCHEDULED
TR-12883,12883,2026-09-28,SEC-C01,Bhusawal–Jalgaon,PASSENGER,2026-09-28 02:23:19.219361,2026-09-28 02:58:19.219361,3,DN,SCHEDULED
TR-12884,12884,2026-09-28,SEC-C01,Bhusawal–Jalgaon,EXPRESS,2026-09-28 05:00:23.099483,2026-09-28 05:40:23.099483,5,UP,SCHEDULED
TR-12885,12885,2026-09-28,SEC-C01,Bhusawal–Jalgaon,EXPRESS,2026-09-28 07:08:37.633045,2026-09-28 07:43:37.633045,0,UP,RUNNING
TR-12886,12886,2026-09-28,SEC-C01,Bhusawal–Jalgaon,EXPRESS,2026-09-28 09:44:11.868791,2026-09-28 10:19:11.868791,6,DN,DELAYED
TR-12887,12887,2026-09-28,SEC-C01,Bhusawal–Jalgaon,PASSENGER,2026-09-28 11:56:48.930649,2026-09-28 12:21:48.930649,0,UP,SCHEDULED
TR-12888,12888,2026-09-28,SEC-C01,Bhusawal–Jalgaon,EXPRESS,2026-09-28 14:35:34.058632,2026-09-28 15:05:34.058632,3,DN,RUNNING
TR-12889,12889,2026-09-28,SEC-C01,Bhusawal–Jalgaon,FREIGHT,2026-09-28 16:43:11.731712,2026-09-28 17:08:11.731712,11,DN,SCHEDULED
TR-12890,12890,2026-09-28,SEC-C01,Bhusawal–Jalgaon,FREIGHT,2026-09-28 19:16:22.039083,2026-09-28 19:46:22.039083,8,UP,SCHEDULED
TR-12891,12891,2026-09-28,SEC-C01,Bhusawal–Jalgaon,PASSENGER,2026-09-28 21:30:03.488254,2026-09-28 21:55:03.488254,0,UP,RUNNING
TR-12892,12892,2026-09-29,SEC-A01,Nagpur–Wardha,FREIGHT,2026-09-29 23:49:31.345625,2026-09-30 00:24:31.345625,7,DN,SCHEDULED
TR-12893,12893,2026-09-29,SEC-A01,Nagpur–Wardha,PASSENGER,2026-09-29 00:58:17.107823,2026-09-29 01:38:17.107823,3,DN,DELAYED
TR-12894,12894,2026-09-29,SEC-A01,Nagpur–Wardha,EXPRESS,2026-09-29 02:20:56.163946,2026-09-29 03:00:56.163946,1,DN,SCHEDULED
TR-12895,12895,2026-09-29,SEC-A01,Nagpur–Wardha,EXPRESS,2026-09-29 03:21:02.381669,2026-09-29 04:01:02.381669,2,UP,SCHEDULED
TR-12896,12896,2026-09-29,SEC-A01,Nagpur–Wardha,FREIGHT,2026-09-29 04:16:23.337310,2026-09-29 05:01:23.337310,19,DN,SCHEDULED
TR-12897,12897,2026-09-29,SEC-A01,Nagpur–Wardha,FREIGHT,2026-09-29 05:26:51.414528,2026-09-29 06:06:51.414528,11,UP,RUNNING
TR-12898,12898,2026-09-29,SEC-A01,Nagpur–Wardha,FREIGHT,2026-09-29 06:30:28.602526,2026-09-29 06:55:28.602526,5,DN,DELAYED
TR-12899,12899,2026-09-29,SEC-A01,Nagpur–Wardha,EXPRESS,2026-09-29 07:34:21.994659,2026-09-29 08:14:21.994659,8,DN,SCHEDULED
TR-12900,12900,2026-09-29,SEC-A01,Nagpur–Wardha,FREIGHT,2026-09-29 08:52:12.072321,2026-09-29 09:32:12.072321,5,DN,SCHEDULED
TR-12901,12901,2026-09-29,SEC-A01,Nagpur–Wardha,EXPRESS,2026-09-29 09:38:36.151542,2026-09-29 10:13:36.151542,12,DN,SCHEDULED
TR-12902,12902,2026-09-29,SEC-A01,Nagpur–Wardha,EXPRESS,2026-09-29 10:54:59.540590,2026-09-29 11:39:59.540590,6,DN,RUNNING
TR-12903,12903,2026-09-29,SEC-A01,Nagpur–Wardha,PASSENGER,2026-09-29 11:46:27.378477,2026-09-29 12:21:27.378477,3,DN,RUNNING
TR-12904,12904,2026-09-29,SEC-A01,Nagpur–Wardha,FREIGHT,2026-09-29 13:01:28.060145,2026-09-29 13:46:28.060145,11,DN,RUNNING
TR-12905,12905,2026-09-29,SEC-A01,Nagpur–Wardha,EXPRESS,2026-09-29 14:06:01.976595,2026-09-29 14:41:01.976595,0,UP,DELAYED
TR-12906,12906,2026-09-29,SEC-A01,Nagpur–Wardha,FREIGHT,2026-09-29 15:09:22.842116,2026-09-29 15:44:22.842116,0,UP,RUNNING
TR-12907,12907,2026-09-29,SEC-A01,Nagpur–Wardha,FREIGHT,2026-09-29 16:16:33.429499,2026-09-29 16:41:33.429499,0,DN,SCHEDULED
TR-12908,12908,2026-09-29,SEC-A01,Nagpur–Wardha,PASSENGER,2026-09-29 17:28:12.647000,2026-09-29 18:08:12.647000,5,UP,DELAYED
TR-12909,12909,2026-09-29,SEC-A01,Nagpur–Wardha,FREIGHT,2026-09-29 18:20:33.866998,2026-09-29 18:50:33.866998,20,DN,RUNNING
TR-12910,12910,2026-09-29,SEC-A01,Nagpur–Wardha,FREIGHT,2026-09-29 19:33:32.604397,2026-09-29 20:13:32.604397,23,UP,DELAYED
TR-12911,12911,2026-09-29,SEC-A01,Nagpur–Wardha,PASSENGER,2026-09-29 20:45:42.504720,2026-09-29 21:10:42.504720,8,DN,SCHEDULED
TR-12912,12912,2026-09-29,SEC-A01,Nagpur–Wardha,FREIGHT,2026-09-29 21:38:29.605350,2026-09-29 22:03:29.605350,11,UP,RUNNING
TR-12913,12913,2026-09-29,SEC-A01,Nagpur–Wardha,FREIGHT,2026-09-29 23:07:22.120265,2026-09-29 23:42:22.120265,0,UP,SCHEDULED
TR-12914,12914,2026-09-29,SEC-A02,Wardha–Badnera,EXPRESS,2026-09-29 00:13:30.645985,2026-09-29 00:48:30.645985,0,UP,RUNNING
TR-12915,12915,2026-09-29,SEC-A02,Wardha–Badnera,FREIGHT,2026-09-29 01:19:24.560818,2026-09-29 01:49:24.560818,2,DN,DELAYED
TR-12916,12916,2026-09-29,SEC-A02,Wardha–Badnera,FREIGHT,2026-09-29 02:11:19.816685,2026-09-29 02:41:19.816685,3,UP,RUNNING
TR-12917,12917,2026-09-29,SEC-A02,Wardha–Badnera,EXPRESS,2026-09-29 03:18:33.823011,2026-09-29 03:48:33.823011,2,DN,RUNNING
TR-12918,12918,2026-09-29,SEC-A02,Wardha–Badnera,PASSENGER,2026-09-29 04:29:13.456536,2026-09-29 04:59:13.456536,0,UP,DELAYED
TR-12919,12919,2026-09-29,SEC-A02,Wardha–Badnera,FREIGHT,2026-09-29 05:24:13.970780,2026-09-29 05:54:13.970780,0,DN,SCHEDULED
TR-12920,12920,2026-09-29,SEC-A02,Wardha–Badnera,EXPRESS,2026-09-29 06:29:56.565389,2026-09-29 06:54:56.565389,9,UP,RUNNING
TR-12921,12921,2026-09-29,SEC-A02,Wardha–Badnera,EXPRESS,2026-09-29 07:31:11.604994,2026-09-29 08:16:11.604994,0,DN,SCHEDULED
TR-12922,12922,2026-09-29,SEC-A02,Wardha–Badnera,EXPRESS,2026-09-29 08:35:16.564452,2026-09-29 09:00:16.564452,5,UP,SCHEDULED
TR-12923,12923,2026-09-29,SEC-A02,Wardha–Badnera,EXPRESS,2026-09-29 09:52:25.949848,2026-09-29 10:37:25.949848,18,DN,DELAYED
TR-12924,12924,2026-09-29,SEC-A02,Wardha–Badnera,FREIGHT,2026-09-29 10:49:24.480900,2026-09-29 11:29:24.480900,1,UP,RUNNING
TR-12925,12925,2026-09-29,SEC-A02,Wardha–Badnera,EXPRESS,2026-09-29 11:55:13.072760,2026-09-29 12:30:13.072760,0,UP,RUNNING
TR-12926,12926,2026-09-29,SEC-A02,Wardha–Badnera,PASSENGER,2026-09-29 13:16:05.113507,2026-09-29 13:56:05.113507,1,UP,RUNNING
TR-12927,12927,2026-09-29,SEC-A02,Wardha–Badnera,FREIGHT,2026-09-29 14:03:34.792129,2026-09-29 14:28:34.792129,15,UP,RUNNING
TR-12928,12928,2026-09-29,SEC-A02,Wardha–Badnera,PASSENGER,2026-09-29 15:18:12.204507,2026-09-29 15:53:12.204507,17,DN,RUNNING
TR-12929,12929,2026-09-29,SEC-A02,Wardha–Badnera,FREIGHT,2026-09-29 16:15:34.372386,2026-09-29 16:50:34.372386,0,DN,SCHEDULED
TR-12930,12930,2026-09-29,SEC-A02,Wardha–Badnera,PASSENGER,2026-09-29 17:16:56.984533,2026-09-29 18:01:56.984533,7,DN,DELAYED
TR-12931,12931,2026-09-29,SEC-A02,Wardha–Badnera,EXPRESS,2026-09-29 18:30:40.391789,2026-09-29 18:55:40.391789,0,DN,DELAYED
TR-12932,12932,2026-09-29,SEC-A02,Wardha–Badnera,FREIGHT,2026-09-29 19:45:30.202725,2026-09-29 20:15:30.202725,7,UP,RUNNING
TR-12933,12933,2026-09-29,SEC-A02,Wardha–Badnera,PASSENGER,2026-09-29 20:46:51.000955,2026-09-29 21:11:51.000955,22,UP,SCHEDULED
TR-12934,12934,2026-09-29,SEC-A02,Wardha–Badnera,PASSENGER,2026-09-29 22:03:51.290177,2026-09-29 22:48:51.290177,0,UP,RUNNING
TR-12935,12935,2026-09-29,SEC-A02,Wardha–Badnera,EXPRESS,2026-09-29 22:56:02.853913,2026-09-29 23:31:02.853913,5,DN,DELAYED
TR-12936,12936,2026-09-29,SEC-B01,Badnera–Akola,FREIGHT,2026-09-29 23:53:21.983495,2026-09-30 00:28:21.983495,11,DN,DELAYED
TR-12937,12937,2026-09-29,SEC-B01,Badnera–Akola,PASSENGER,2026-09-29 01:31:04.128688,2026-09-29 02:11:04.128688,11,DN,RUNNING
TR-12938,12938,2026-09-29,SEC-B01,Badnera–Akola,EXPRESS,2026-09-29 03:07:42.290733,2026-09-29 03:42:42.290733,4,DN,SCHEDULED
TR-12939,12939,2026-09-29,SEC-B01,Badnera–Akola,FREIGHT,2026-09-29 04:42:43.039003,2026-09-29 05:12:43.039003,10,UP,DELAYED
TR-12940,12940,2026-09-29,SEC-B01,Badnera–Akola,FREIGHT,2026-09-29 06:09:53.759340,2026-09-29 06:49:53.759340,5,UP,RUNNING
TR-12941,12941,2026-09-29,SEC-B01,Badnera–Akola,SPECIAL,2026-09-29 07:32:24.284092,2026-09-29 08:12:24.284092,5,DN,SCHEDULED
TR-12942,12942,2026-09-29,SEC-B01,Badnera–Akola,PASSENGER,2026-09-29 09:04:05.550375,2026-09-29 09:49:05.550375,1,UP,DELAYED
TR-12943,12943,2026-09-29,SEC-B01,Badnera–Akola,EXPRESS,2026-09-29 10:32:07.052469,2026-09-29 11:12:07.052469,8,DN,DELAYED
TR-12944,12944,2026-09-29,SEC-B01,Badnera–Akola,FREIGHT,2026-09-29 11:52:29.893358,2026-09-29 12:37:29.893358,5,UP,RUNNING
TR-12945,12945,2026-09-29,SEC-B01,Badnera–Akola,EXPRESS,2026-09-29 13:15:40.895128,2026-09-29 14:00:40.895128,6,DN,DELAYED
TR-12946,12946,2026-09-29,SEC-B01,Badnera–Akola,EXPRESS,2026-09-29 15:00:20.403817,2026-09-29 15:30:20.403817,3,UP,RUNNING
TR-12947,12947,2026-09-29,SEC-B01,Badnera–Akola,PASSENGER,2026-09-29 16:26:04.315779,2026-09-29 16:56:04.315779,11,UP,RUNNING
TR-12948,12948,2026-09-29,SEC-B01,Badnera–Akola,EXPRESS,2026-09-29 17:48:58.770103,2026-09-29 18:13:58.770103,3,UP,DELAYED
TR-12949,12949,2026-09-29,SEC-B01,Badnera–Akola,FREIGHT,2026-09-29 19:28:50.123258,2026-09-29 19:58:50.123258,0,DN,SCHEDULED
TR-12950,12950,2026-09-29,SEC-B01,Badnera–Akola,FREIGHT,2026-09-29 21:08:54.156402,2026-09-29 21:48:54.156402,16,UP,DELAYED
TR-12951,12951,2026-09-29,SEC-B01,Badnera–Akola,PASSENGER,2026-09-29 22:40:08.175811,2026-09-29 23:10:08.175811,0,UP,SCHEDULED
TR-12952,12952,2026-09-29,SEC-B02,Akola–Bhusawal,EXPRESS,2026-09-29 00:07:27.495434,2026-09-29 00:47:27.495434,0,DN,RUNNING
TR-12953,12953,2026-09-29,SEC-B02,Akola–Bhusawal,SPECIAL,2026-09-29 01:17:06.658104,2026-09-29 01:57:06.658104,0,UP,DELAYED
TR-12954,12954,2026-09-29,SEC-B02,Akola–Bhusawal,EXPRESS,2026-09-29 03:04:24.760811,2026-09-29 03:49:24.760811,13,DN,RUNNING
TR-12955,12955,2026-09-29,SEC-B02,Akola–Bhusawal,PASSENGER,2026-09-29 04:39:49.956898,2026-09-29 05:04:49.956898,0,DN,SCHEDULED
TR-12956,12956,2026-09-29,SEC-B02,Akola–Bhusawal,FREIGHT,2026-09-29 05:55:54.071882,2026-09-29 06:40:54.071882,29,DN,RUNNING
TR-12957,12957,2026-09-29,SEC-B02,Akola–Bhusawal,PASSENGER,2026-09-29 07:38:37.362353,2026-09-29 08:03:37.362353,11,DN,DELAYED
TR-12958,12958,2026-09-29,SEC-B02,Akola–Bhusawal,EXPRESS,2026-09-29 09:07:36.440142,2026-09-29 09:32:36.440142,5,DN,RUNNING
TR-12959,12959,2026-09-29,SEC-B02,Akola–Bhusawal,EXPRESS,2026-09-29 10:34:41.766598,2026-09-29 11:04:41.766598,3,DN,SCHEDULED
TR-12960,12960,2026-09-29,SEC-B02,Akola–Bhusawal,FREIGHT,2026-09-29 11:52:56.113868,2026-09-29 12:27:56.113868,9,UP,RUNNING
TR-12961,12961,2026-09-29,SEC-B02,Akola–Bhusawal,EXPRESS,2026-09-29 13:41:58.551560,2026-09-29 14:21:58.551560,7,DN,RUNNING
TR-12962,12962,2026-09-29,SEC-B02,Akola–Bhusawal,PASSENGER,2026-09-29 14:53:51.525725,2026-09-29 15:33:51.525725,8,DN,RUNNING
TR-12963,12963,2026-09-29,SEC-B02,Akola–Bhusawal,PASSENGER,2026-09-29 16:32:02.816142,2026-09-29 17:17:02.816142,7,UP,SCHEDULED
TR-12964,12964,2026-09-29,SEC-B02,Akola–Bhusawal,PASSENGER,2026-09-29 18:00:39.202728,2026-09-29 18:25:39.202728,4,DN,DELAYED
TR-12965,12965,2026-09-29,SEC-B02,Akola–Bhusawal,PASSENGER,2026-09-29 19:25:52.903623,2026-09-29 20:00:52.903623,2,UP,DELAYED
TR-12966,12966,2026-09-29,SEC-B02,Akola–Bhusawal,EXPRESS,2026-09-29 21:04:01.010244,2026-09-29 21:44:01.010244,2,DN,SCHEDULED
TR-12967,12967,2026-09-29,SEC-B02,Akola–Bhusawal,PASSENGER,2026-09-29 22:37:18.719699,2026-09-29 23:07:18.719699,2,DN,RUNNING
TR-12968,12968,2026-09-29,SEC-C01,Bhusawal–Jalgaon,PASSENGER,2026-09-29 23:52:43.150370,2026-09-30 00:22:43.150370,11,UP,DELAYED
TR-12969,12969,2026-09-29,SEC-C01,Bhusawal–Jalgaon,PASSENGER,2026-09-29 02:18:05.321821,2026-09-29 03:03:05.321821,8,DN,DELAYED
TR-12970,12970,2026-09-29,SEC-C01,Bhusawal–Jalgaon,FREIGHT,2026-09-29 04:55:21.823029,2026-09-29 05:40:21.823029,0,UP,RUNNING
TR-12971,12971,2026-09-29,SEC-C01,Bhusawal–Jalgaon,EXPRESS,2026-09-29 07:16:18.932736,2026-09-29 08:01:18.932736,8,DN,DELAYED
TR-12972,12972,2026-09-29,SEC-C01,Bhusawal–Jalgaon,FREIGHT,2026-09-29 09:32:13.852650,2026-09-29 10:12:13.852650,9,DN,SCHEDULED
TR-12973,12973,2026-09-29,SEC-C01,Bhusawal–Jalgaon,PASSENGER,2026-09-29 11:59:31.197164,2026-09-29 12:39:31.197164,3,UP,RUNNING
TR-12974,12974,2026-09-29,SEC-C01,Bhusawal–Jalgaon,PASSENGER,2026-09-29 14:15:44.685317,2026-09-29 14:45:44.685317,1,DN,DELAYED
TR-12975,12975,2026-09-29,SEC-C01,Bhusawal–Jalgaon,FREIGHT,2026-09-29 16:56:20.425848,2026-09-29 17:21:20.425848,15,DN,RUNNING
TR-12976,12976,2026-09-29,SEC-C01,Bhusawal–Jalgaon,EXPRESS,2026-09-29 19:10:46.779081,2026-09-29 19:35:46.779081,10,UP,SCHEDULED
TR-12977,12977,2026-09-29,SEC-C01,Bhusawal–Jalgaon,FREIGHT,2026-09-29 21:31:54.408596,2026-09-29 21:56:54.408596,2,UP,RUNNING
TR-12978,12978,2026-09-30,SEC-A01,Nagpur–Wardha,FREIGHT,2026-09-30 00:00:13.349704,2026-09-30 00:35:13.349704,10,UP,SCHEDULED
TR-12979,12979,2026-09-30,SEC-A01,Nagpur–Wardha,PASSENGER,2026-09-30 01:03:51.211860,2026-09-30 01:48:51.211860,0,DN,SCHEDULED
TR-12980,12980,2026-09-30,SEC-A01,Nagpur–Wardha,PASSENGER,2026-09-30 02:16:36.003724,2026-09-30 02:46:36.003724,0,DN,SCHEDULED
TR-12981,12981,2026-09-30,SEC-A01,Nagpur–Wardha,PASSENGER,2026-09-30 03:02:34.237208,2026-09-30 03:47:34.237208,0,DN,SCHEDULED
TR-12982,12982,2026-09-30,SEC-A01,Nagpur–Wardha,EXPRESS,2026-09-30 04:29:06.689718,2026-09-30 04:54:06.689718,10,UP,DELAYED
TR-12983,12983,2026-09-30,SEC-A01,Nagpur–Wardha,PASSENGER,2026-09-30 05:21:21.333175,2026-09-30 05:51:21.333175,10,DN,RUNNING
TR-12984,12984,2026-09-30,SEC-A01,Nagpur–Wardha,PASSENGER,2026-09-30 06:20:40.522785,2026-09-30 06:45:40.522785,7,UP,SCHEDULED
TR-12985,12985,2026-09-30,SEC-A01,Nagpur–Wardha,PASSENGER,2026-09-30 07:37:31.847372,2026-09-30 08:17:31.847372,9,UP,SCHEDULED
TR-12986,12986,2026-09-30,SEC-A01,Nagpur–Wardha,FREIGHT,2026-09-30 08:44:54.445719,2026-09-30 09:14:54.445719,11,DN,DELAYED
TR-12987,12987,2026-09-30,SEC-A01,Nagpur–Wardha,EXPRESS,2026-09-30 09:34:22.739003,2026-09-30 10:14:22.739003,0,UP,RUNNING
TR-12988,12988,2026-09-30,SEC-A01,Nagpur–Wardha,FREIGHT,2026-09-30 11:02:52.039828,2026-09-30 11:32:52.039828,11,DN,SCHEDULED
TR-12989,12989,2026-09-30,SEC-A01,Nagpur–Wardha,FREIGHT,2026-09-30 11:52:33.146000,2026-09-30 12:32:33.146000,13,DN,SCHEDULED
TR-12990,12990,2026-09-30,SEC-A01,Nagpur–Wardha,FREIGHT,2026-09-30 13:00:18.823646,2026-09-30 13:40:18.823646,13,DN,RUNNING
TR-12991,12991,2026-09-30,SEC-A01,Nagpur–Wardha,PASSENGER,2026-09-30 14:21:55.615195,2026-09-30 14:51:55.615195,12,DN,RUNNING
TR-12992,12992,2026-09-30,SEC-A01,Nagpur–Wardha,FREIGHT,2026-09-30 15:04:42.464287,2026-09-30 15:34:42.464287,12,DN,DELAYED
TR-12993,12993,2026-09-30,SEC-A01,Nagpur–Wardha,PASSENGER,2026-09-30 16:20:56.002301,2026-09-30 16:50:56.002301,6,DN,RUNNING
